Rank,Title,Year of release,Number of Episodes,Rating,Description,Genre,Tags,Actors,,
#326,Uncle Samsik,2024,16,7.5,"Set in 1960s South Korea. The series follows two men through their bromance and the obstacles they face during a turbulent time in the country?ôs history. It depicts the story of Park Doo Chil, who is known as Uncle Samsik, who always has three meals a day, even during the war, and Kim San, an elite man from the Korean Military Academy, who wants to create a country where everyone lives well.","Business, Drama, Political","Student Supporting Character, Partners' Relationship, Activist Supporting Character, Businessman/Businesswoman Supporting Character, General Supporting Character, Soldier Supporting Character, Soldier Male Lead, Politician Supporting Character, Reporter Supporting Character, Intergenerational Friendship ","Song Kang Ho, Byun Yo Han, Lee Kyu Hyung, Jin Ki Joo, Seo Hyun Woo",,
#327,Hide ,2024,12,7.5,"Na Moon Young is married to Cha Sung Jae, but Cha Sung Jae suddenly disappears. Na Moon Young tries to find her husband and uncover the secret behind his disappearance. Meanwhile, Ha Yeon Joo is neighbors with Na Moon Young. There is also a mysterious man named Do Jin Woo who holds the key to the secret of Cha Sung Jae's disappearance.","Thriller, Mystery, Drama","Difficult Adulthood, Searching For A Significant Other, Former Prosecutor Female Lead, Non-MDL Remake, Ex-Convict Male Lead, Married Female Lead, Married Male Lead, Neighbors' Relationship, Detective Supporting Character, Company President (CEO) Female Lead","Lee Bo Young, Lee Moo Saeng, Lee Chung Ah, Lee Min Jae",,
#328,The Heavenly Idol,2023,12,7.5,"Pontifex Rembrary, a character known for his divine powers, gets transported to a new world while fighting a devil. He possesses the body of Woo Yeon Woo, a member of an unpopular idol group, and helps turn the group's fortunes around after a disastrous live performance. With his charisma and divine powers, he becomes popular among fans but faces challenges from his past, contending with strange religious groups and the devil.","Comedy, Romance, Drama, Fantasy","Transmigration, Idol Male Lead, Body Swap, Priest Male Lead, Music Industry, Physically Strong Male Lead, Emotionally Strong Female Lead, Emotionally Strong Male Lead, Adapted From A Web Novel, Age Gap","Kim Min Gue, Go Bo Gyeol, Lee Jang Woo, Ye Ji Won",,
#329,Queen of Divorce,2024,12,7.4,"Kim Sa Ra, once the daughter-in-law of South Korea's top law firm, was betrayed by her husband and lost everything. Now, as team leader at Solution, a divorce settlement office, she helps those facing unfair divorces and punishes bad spouses. She works alongside Dong Ki Joon, her business partner and former prosecutor known as the ""German Shepherd"" for his persistence and keen intuition. Together, they assist people navigating difficult divorces.","Action, Comedy, Romance","Divorced Female Lead, Drama, Law, Teamwork, Investigation, Slight Suspense, Badass Female Lead, Mystery, Betrayed By A Significant Other, Workplace Setting ","Lee Ji Ah, Kang Ki Young",,
#330,Newtopia ,2025,8,7.4,"It is a drama that depicts the process of a soldier, Jae Yun, and his girlfriend, Yeong Ju, who have just been notified of a breakout, fighting against hordes of zombies and running toward each other, set in an air defense unit in a high-rise building in Seoul. Jae Yun enlisted in the military at the late age of 26 while seeking alternative service through employment in the defense industry. Anxious about his future, he becomes obsessed with his girlfriend, eventually breaks up with her, and faces a world turned upside down by hordes of zombies. He was weak and lacked confidence, but as he fought the zombie outbreak, he gradually began to act as the leader of the squad. Yeong Ju is a rubber rookie who is new to society and is having a hard time with Jae Yun, who does not understand her feelings before being notified of their breakup. As she sets out to meet her boyfriend, she discovers a zombie outbreak and gradually becomes stronger in the fight for survival.","Action, Horror, Romance, Fantasy","Zombies, Comedy, City Setting, Hotelier Supporting Character, Engineer Female Lead, Chef Supporting Character, Soldier Male Lead, Team Leader Male Lead, Company President (CEO) Supporting Character, Zombie Apocalypse ","Ji Soo, Park Jeong Min",,
#331,Frankly Speaking,2024,12,7.4,"Song Ki Baek is single and 33 years old. He works as an announcer at a broadcasting station. People consider him an ideal announcer. He is polite and well-mannered. One day, Song Ki Baek suffers from a disease which causes him to speak without thinking first. He now faces the biggest crisis of his life. Meanwhile, On Woo Joo is an enthusiastic TV variety show writer. She becomes interested in Song Ki Baek?ôs harsh language, and she gets him to appear on her variety show.","Comedy, Romance, Drama","Honest Male Lead, Entertainment Industry, Broadcasting Industry, Ex Comes Back, Blunt Male Lead, Announcer Male Lead, Writer Female Lead, Straightforward Male Lead, Adopted Female Lead, Friendship ","Go Kyung Pyo, Kang Han Na, Joo Jong Hyuk",,
#332,The Bequeathed ,2024,6,7.4,"A woman inherits a gravesite under mysterious circumstances, just as her family's history begins to unravel.","Thriller, Mystery","Suspense, Family Secret, Investigation, Detective Male Lead, Village Setting, Death, Occult, Half-sister-Half-brother Relationship, Miniseries, Monk/Nun Supporting Character ","Kim Hyun Joo, Park Hee Soon, Park Byung Eun, Ryu Kyung Soo",,
#333,Pandora: Beneath the Paradise ,2023,16,7.4,"To protect her family, Hong Tae Ra must become the First Lady of Korea. She leads a perfect life with her husband, Pyo Jae Hyun, and their daughter, but she has no memory of her past. When she regains her memory, she uncovers a dark history that shatters her life. Now, she must seek revenge on those who wronged her. Pyo Jae Hyun, a brilliant developer of neural smart patch technology, is admired for his leadership and sensible personality. As whispers of his potential presidential candidacy grow, his life becomes intertwined with the political world.","Action, Thriller, Drama, Melodrama","Physically Strong Female Lead, Dishonest Male Lead, Evil Step-Parent, Evil Parent, Broadcasting Industry, Mistaken To Be Betrayed, Protective Female Lead, Married Supporting Character, Married Female Lead, Married Male Lead ","Lee Ji Ah, Lee Sang Yoon, Jang Hee Jin, Park Ki Woong, Bong Tae Kyu",,
#334,Queen of Masks,2023,16,7.3,"Do Jae Yi is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable ?úqueen of masks.??To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations ??as part of her own plan to become the next mayor.Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung, the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi, who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women?ôs former friend, Go Yoo Na feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite?","Thriller, Mystery, Drama, Melodrama","Best Friends' Relationship, Female Centered Plot, Betrayed By A Friend, Drug Addict Female Lead, Lawyer Female Lead, Evil Female Lead, Illegitimate Female Lead, Fight For Justice, Flashback To Past, Hardworking Female Lead ","Kim Sun Ah, Oh Yoon Ah, Shin Eun Jung, Yoo Sun",,
#335,Motel California,2025,12,7.3,"Ji Gang Hui grew up at Motel California because her father ran the motel in her rural hometown village. Her mother also came from a mixed-raced background. Due to Gang Hui's unusual family background, she was the object of whispers and gossip by the local residents. Gang Hui carried a deep wound in her heart from that time. She liked her childhood friend Cheon Yeon Su, who was her first love. When she turned 20, she left her hometown and moved to Seoul. 12 years later, she works as an interior designer and is reaching the apex of her career, but for some reason, she decides to return to her hometown. She reunites with her first love, Cheon Yeon Su. Cheon Yeon Su works as a veterinarian in the village. The only woman he has loved is Gang Hui, but he has received a lot of attention from the farmers who are eager to introduce him to their daughters. In order to avoid these kind of uncomfortable situations, he doesn't clarify the rumor that he is going to marry a fellow veterinarian. His first love Gang Hui appears again after 12 years.","Romance, Drama","Return To Hometown, Motel Owner Male Lead, Estranged Child, Estranged Parent, Mixed Race Female Lead, Difficult Adulthood, Childhood Acquaintances Reuniting, Childhood Friends' Relationship, Carefree Male Lead, Village Setting","Lee Se Young, Na In Woo, Choi Min Soo, Kim Tae Hyeong, Choi Hee Jin",,
#336,LTNS,2024,6,7.3,"The days of burning with sexual desire and lusting after each other?ôs bodies are long gone, and Woo Jin and Samuel have evolved into a somewhat withered couple, both physically and emotionally. By coincidence, they find themselves forming a blackmail team that specializes in exposing cheating couples, seeking an opportunity to turn their lives around.","Comedy, Drama","Receptionist Female Lead, Bank Teller Supporting Character, Married Supporting Character, Married Female Lead, Married Male Lead, Hotelier Female Lead, Office Worker Supporting Character, Taxi Driver Male Lead, Married Life, Ambitious Female Lead ","Esom, Ahn Jae Hong",,
#337,The Real Has Come!,2023,50,7.3,"Oh Yeon Doo, an online Korean language instructor, discovers her boyfriend, Kim Joon Ha, has been cheating on her and that she is pregnant. Meanwhile, Gong Tae Kyung, a successful obstetrician, has no intention of marrying. The two often cross paths and help each other, leading Tae Kyung to propose a fake marriage to escape his family's pressure. However, complications arise with Tae Kyung's first love, Jang Se Jin, and Oh Yeon Doo's ex, Kim Joon Ha. Will love sort out this tangled mess?","Romance, Drama, Melodrama","Pregnancy, Fake To Real Lovers, Contract Relationship, Family Relationship, Cohabitation, Multiple Couples, Big Family, Family Pressure, Adopted Male Lead, Gynecologist Male Lead ","Baek Jin Hee, Ahn Jae Hyun, Cha Joo Young, Jung Eui Jae",,
#338,Kokdu: Season of Deity,2023,16,7.2,"Kkok Du, once a mortal man in ancient Korea, is now an immortal reaper, revisiting the mortal world every 99 years to punish human weaknesses. His millennia-long existence has hardened him, cultivating a ruthless disdain for humans. During his latest visit, Kkok Du inhabits the body of a gifted young doctor named Do Jin Woo. However, his mission becomes intricate when he must perform Jin Woo's medical duties. In an unexpected twist, Kkok Du encounters Han Gye Jeol, a doctor from a lesser-known school, yet harboring enigmatic powers that captivate him. Are their destinies intertwined from a past life, and why does she wield such influence over him?","Comedy, Romance, Medical, Fantasy","Bickering Mains' Relationship, Fate, Grim Reaper Male Lead, Past Life, Reincarnated Lovers, Curse, Reincarnation, Doctor Female Lead, Flashback To Past, Supernatural Power","Kim Jung Hyun, Im Soo Hyang, Kim Da Som, Ahn Woo Yeon",,
#339,Nothing Uncovered ,2024,16,7.2,"KBM Reporter Seo Jung Won is known as the Villain Hunter. Her show, ?úNothing Uncovered,??reports about the villains who provoked the public, and her sharp comments made the show popular, making Jung Won a star reporter. However, she gets involved in a shocking incident that drags her down to the bottom, and she has to team up with her ex-lover, Kim Tae Heon. Tae Heon is a detective at Gangha Police Station, and he has to do everything his way. He meets Jung Won while investigating a case and gets confused by their reunion. Woo Jae is Jung Won?ôs husband, and he's a famous mystery writer from a wealthy family. Although he?ôs a romantic who?ôs willing to do anything for Jung Won, he has been secretly hiding his wounded heart. And now, the three are deeply involved in serial murders.","Thriller, Mystery, Drama, Melodrama","Married Life, Investigation, Age Gap [Real Life], Broadcasting Industry, Supportive Friend, Betrayed By A Significant Other, News Station Setting, Partners' Relationship, News Director Supporting Character, Former Prosecutor Supporting Character ","Kim Ha Neul, Yeon Woo Jin, Jang Seung Jo",,
